Line,Env,DTHD,DTMT,GY,Height
GID7631193,Flat5IR,78,113,7.044650262,105
GID7631195,Flat5IR,77,115,6.635100454,103
GID7631201,Flat5IR,82,123,6.170851737,103
GID7631237,Flat5IR,79,127,5.704385345,100
GID7631238,Flat5IR,78,118,6.192075897,99
GID7631240,Flat5IR,77,114,6.492779943,101
GID7631248,Flat5IR,75,113,6.407011021,104
GID7631294,Flat5IR,78,123,5.277621495,95
GID7631314,Flat5IR,79,117,6.250764423,105
GID7631322,Flat5IR,78,113,6.515827572,97
GID7631329,Flat5IR,76,112,6.490122536,91
GID7631331,Flat5IR,75,113,5.600830866,96
GID7631332,Flat5IR,80,114,5.639356368,98
GID7631340,Flat5IR,79,121,5.651407607,91
GID7631346,Flat5IR,71,107,6.333264126,94
GID7631349,Flat5IR,75,114,5.340639495,99
GID7631355,Flat5IR,78,114,6.643754311,98
GID7631370,Flat5IR,79,116,5.692539787,101
GID7631382,Flat5IR,73,109,6.752728278,100
GID7631393,Flat5IR,77,114,6.36521268,97
GID7631398,Flat5IR,82,122,6.32867435,96
GID7631400,Flat5IR,78,124,5.831496445,100
GID7631404,Flat5IR,74,113,6.171239019,99
GID7631415,Flat5IR,76,112,6.577327301,102
GID7631416,Flat5IR,79,116,6.801364956,107
GID7631433,Flat5IR,74,111,7.819758725,86
GID7631434,Flat5IR,75,113,7.362644986,98
GID7631435,Flat5IR,74,110,6.971748958,95
GID7631438,Flat5IR,80,114,6.59187853,104
GID7631439,Flat5IR,78,113,6.574763207,98
GID7631442,Flat5IR,78,122,5.425985292,93
GID7631447,Flat5IR,80,121,6.098706578,94
GID7631465,Flat5IR,78,113,6.714950969,97
GID7631483,Flat5IR,75,111,6.895778605,86
GID7631484,Flat5IR,74,107,7.103662472,94
GID7631486,Flat5IR,71,106,7.026034547,93
GID7631501,Flat5IR,78,114,6.008153596,88
GID7631505,Flat5IR,76,117,6.28328081,95
GID7631512,Flat5IR,72,107,6.667958913,92
GID7631515,Flat5IR,77,114,6.653151274,93
GID7631519,Flat5IR,75,116,6.96020145,90
GID7631531,Flat5IR,78,117,6.351431772,110
GID7631533,Flat5IR,80,112,6.639315351,103
GID7631535,Flat5IR,76,111,6.851237665,95
GID7631539,Flat5IR,76,109,6.421623827,101
GID7631541,Flat5IR,77,109,6.253803918,90
GID7631543,Flat5IR,81,120,5.88380525,102
GID7631544,Flat5IR,75,113,6.843801794,98
GID7631563,Flat5IR,77,113,6.354432788,106
GID7631566,Flat5IR,78,111,6.513983496,108
GID7631568,Flat5IR,77,114,6.67673932,96
GID7631604,Flat5IR,75,114,6.584816574,100
GID7631608,Flat5IR,77,117,7.232634755,95
GID7631614,Flat5IR,77,114,6.891225727,96
GID7631619,Flat5IR,79,115,5.739242695,106
GID7631628,Flat5IR,75,110,6.778245993,103
GID7631640,Flat5IR,76,119,6.313504077,100
GID7631642,Flat5IR,74,107,7.237667416,101
GID7631716,Flat5IR,84,121,5.245495101,106
GID7631718,Flat5IR,84,118,5.078252113,103
GID7631722,Flat5IR,79,122,5.652673122,103
GID7631723,Flat5IR,84,126,6.100876637,108
GID7631725,Flat5IR,83,126,5.619532216,110
GID7631727,Flat5IR,83,118,6.409272963,107
GID7631729,Flat5IR,80,121,6.179081484,110
GID7631811,Flat5IR,78,114,6.609320619,96
GID7631846,Flat5IR,75,114,7.479766203,96
GID7631905,Flat5IR,77,106,6.402975208,93
GID7631944,Flat5IR,76,108,7.22912608,98
GID7631949,Flat5IR,76,109,6.817653202,103
GID7631953,Flat5IR,79,113,6.722887394,110
GID7631966,Flat5IR,78,114,6.428849991,102
GID7631988,Flat5IR,79,117,7.14147563,103
GID7631994,Flat5IR,79,117,6.954360919,104
GID7631999,Flat5IR,84,118,6.289491518,102
GID7632042,Flat5IR,84,116,5.624867841,96
GID7632179,Flat5IR,78,114,5.954572133,98
GID7632187,Flat5IR,76,112,7.047837428,101
GID7632189,Flat5IR,77,114,6.975786406,101
GID7632191,Flat5IR,77,114,6.644505547,98
GID7632194,Flat5IR,76,114,6.363609122,98
GID7632195,Flat5IR,76,114,6.344186115,99
GID7632196,Flat5IR,77,112,6.922773776,97
GID7632200,Flat5IR,72,107,6.345083548,100
GID7632202,Flat5IR,73,107,6.726684738,96
GID7632203,Flat5IR,79,118,6.01245654,106
GID7632217,Flat5IR,77,121,6.697902791,98
GID7632219,Flat5IR,77,121,5.891046721,104
GID7632233,Flat5IR,77,114,6.686492575,98
GID7632310,Flat5IR,83,115,4.049160259,109
GID7632312,Flat5IR,76,107,6.022486489,91
GID7632372,Flat5IR,78,115,6.616266402,100
GID7632386,Flat5IR,82,116,5.771589956,102
GID7632393,Flat5IR,73,114,6.893582912,97
GID7632405,Flat5IR,78,115,5.949932463,102
GID7632410,Flat5IR,79,117,4.730000957,104
GID7632416,Flat5IR,76,115,7.304286562,103
GID7632443,Flat5IR,79,119,6.563455895,100
GID7632444,Flat5IR,79,115,6.425251265,101
GID7632448,Flat5IR,78,118,6.409353886,102
GID7632450,Flat5IR,79,118,6.492815124,101
GID7632451,Flat5IR,76,117,6.256469821,102
GID7632459,Flat5IR,76,117,7.735887572,99
GID7632462,Flat5IR,76,112,7.61441365,90
GID7632463,Flat5IR,76,113,7.615759799,102
GID7632468,Flat5IR,74,114,6.719480975,100
GID7632474,Flat5IR,75,115,6.266662092,105
GID7632477,Flat5IR,79,120,5.718971756,98
GID7632490,Flat5IR,82,122,4.209682318,105
GID7632512,Flat5IR,81,126,6.548907394,106
GID7632516,Flat5IR,79,124,5.787820391,101
GID7632523,Flat5IR,78,121,6.158716491,99
GID7632527,Flat5IR,81,121,5.870320094,95
GID7632537,Flat5IR,74,114,6.663330059,97
GID7632590,Flat5IR,78,119,7.158648789,97
GID7632650,Flat5IR,79,119,6.894086805,93
GID7632664,Flat5IR,77,114,6.881715055,105
GID7632666,Flat5IR,78,114,7.13543209,104
GID7632678,Flat5IR,81,126,7.257547035,102
GID7632737,Flat5IR,78,115,6.329701081,102
GID7633500,Flat5IR,78,116,5.884517823,99
GID7633525,Flat5IR,80,118,6.389259595,100
GID7633586,Flat5IR,79,115,6.646374054,92
GID7633613,Flat5IR,76,114,6.715668677,101
GID7633735,Flat5IR,78,115,6.827911862,90
GID7634235,Flat5IR,77,117,6.459272211,96
GID7634260,Flat5IR,78,119,6.656034482,95
GID7634308,Flat5IR,76,119,6.365522707,97
GID7634321,Flat5IR,76,118,6.558214321,101
GID7634325,Flat5IR,72,113,6.69250871,91
GID7634327,Flat5IR,76,120,6.310587008,101
GID7634328,Flat5IR,78,120,6.558599178,94
GID7634329,Flat5IR,77,114,6.824046698,102
GID7634359,Flat5IR,73,115,6.330586936,100
GID7634362,Flat5IR,78,114,6.605457741,104
GID7634368,Flat5IR,77,115,6.160042519,100
GID7634408,Flat5IR,82,128,6.859110674,98
GID7634437,Flat5IR,83,118,6.277570986,103
GID7634468,Flat5IR,76,117,6.537954664,105
GID7634476,Flat5IR,74,113,6.608210821,93
GID7634493,Flat5IR,75,112,6.619236423,99
GID7634498,Flat5IR,73,116,7.257054639,93
GID7634572,Flat5IR,76,115,6.95477038,105
GID7634620,Flat5IR,78,117,6.597528076,90
GID7634648,Flat5IR,80,121,6.177174232,103
GID7634652,Flat5IR,80,117,6.014290203,97
GID7634659,Flat5IR,77,114,6.712492818,95
GID7634673,Flat5IR,83,125,6.795313033,102
GID7634684,Flat5IR,75,113,6.823582162,94
GID7634685,Flat5IR,82,118,6.195828011,97
GID7634730,Flat5IR,78,119,6.562044642,99
GID7634731,Flat5IR,81,119,6.963197044,99
GID7634733,Flat5IR,76,114,6.403583674,96
GID7634734,Flat5IR,74,113,6.715522611,97
GID7634745,Flat5IR,77,116,6.415587793,96
GID7634746,Flat5IR,78,118,6.274178046,100
GID7634751,Flat5IR,79,118,6.499690054,91
GID7634753,Flat5IR,75,114,6.535138645,92
GID7634754,Flat5IR,75,110,6.766355761,87
GID7634763,Flat5IR,81,121,5.895397358,100
GID7634793,Flat5IR,76,108,6.392254544,88
GID7634797,Flat5IR,72,107,6.585266669,94
GID7634825,Flat5IR,75,114,6.462254292,105
GID7634829,Flat5IR,80,120,6.512060482,103
GID7634830,Flat5IR,77,114,6.819751682,91
GID7634832,Flat5IR,77,120,6.47879153,94
GID7634833,Flat5IR,78,115,6.497701719,101
GID7634840,Flat5IR,78,119,6.02988289,98
GID7634842,Flat5IR,77,113,6.240266748,96
GID7634851,Flat5IR,83,126,5.321231595,104
GID7634854,Flat5IR,79,117,6.110331318,98
GID7634872,Flat5IR,77,113,6.344365617,96
GID7634878,Flat5IR,78,114,6.27301972,94
GID7634919,Flat5IR,72,110,7.084834014,97
GID7634948,Flat5IR,78,114,6.698839021,96
GID7634968,Flat5IR,74,114,6.677813456,100
GID7729439,Flat5IR,76,111,6.451420997,93
GID7729456,Flat5IR,80,114,6.389369939,96
GID7729464,Flat5IR,75,107,6.387318664,91
GID7729466,Flat5IR,75,113,6.914111639,87
GID7729512,Flat5IR,72,113,7.004366561,92
GID7729618,Flat5IR,71,113,5.755076187,86
GID7729640,Flat5IR,76,114,6.273728166,95
GID7729654,Flat5IR,75,109,6.34417663,96
GID7729657,Flat5IR,77,114,6.666931879,103
GID7729659,Flat5IR,77,116,5.986100837,98
GID7729660,Flat5IR,71,110,7.010071669,100
GID7729677,Flat5IR,79,114,6.264173598,104
GID7729679,Flat5IR,78,116,4.870652974,100
GID7729686,Flat5IR,77,114,6.663210623,96
GID7729687,Flat5IR,77,116,6.453403686,97
GID7729698,Flat5IR,75,114,6.796415272,95
GID7729702,Flat5IR,82,117,5.715714034,100
GID7729713,Flat5IR,78,117,5.86148274,95
GID7729715,Flat5IR,78,117,6.573595561,98
GID7729730,Flat5IR,83,124,6.398083373,93
GID7729734,Flat5IR,80,120,6.090456275,97
GID7729735,Flat5IR,82,120,6.147058635,100
GID7729736,Flat5IR,75,117,6.277058167,84
GID7729743,Flat5IR,74,114,6.185776445,98
GID7729752,Flat5IR,75,115,6.645133765,100
GID7729775,Flat5IR,77,114,7.195195888,87
GID7729784,Flat5IR,77,117,6.263147961,88
GID7729795,Flat5IR,75,114,6.878273952,96
GID7729800,Flat5IR,77,112,6.367570662,97
GID7729803,Flat5IR,83,121,5.985007937,105
GID7729805,Flat5IR,77,114,6.406160267,98
GID7729813,Flat5IR,75,115,7.162375493,103
GID7729817,Flat5IR,77,113,6.749065992,93
GID7729821,Flat5IR,72,111,6.659386828,97
GID7729823,Flat5IR,75,114,6.331246984,92
GID7729825,Flat5IR,77,115,6.11246572,101
GID7729827,Flat5IR,76,116,6.09983756,96
GID7729829,Flat5IR,77,116,7.079577623,94
GID7729834,Flat5IR,75,114,6.837206701,92
GID7729835,Flat5IR,77,114,6.424323572,95
GID7729836,Flat5IR,76,114,6.774258209,90
GID7729838,Flat5IR,75,114,6.527784738,89
GID7729839,Flat5IR,76,115,6.11631186,99
GID7729840,Flat5IR,75,114,6.299708636,96
GID7729842,Flat5IR,77,114,5.970094438,100
GID7729855,Flat5IR,75,121,7.08938528,95
GID7729861,Flat5IR,76,117,6.026055775,101
GID7729876,Flat5IR,75,113,6.044901861,88
GID7729897,Flat5IR,75,114,6.987398468,96
GID7729924,Flat5IR,75,113,5.943107355,101
GID7729966,Flat5IR,77,115,6.803809385,98
GID7729971,Flat5IR,75,112,7.15328786,85
GID7729974,Flat5IR,76,113,6.567136124,95
GID7729978,Flat5IR,75,114,6.858197422,92
GID7729995,Flat5IR,75,114,6.717877414,90
GID7729997,Flat5IR,75,111,6.480250064,90
GID7730025,Flat5IR,77,114,5.986021074,91
GID7730037,Flat5IR,73,113,6.832620591,101
GID7730040,Flat5IR,75,112,6.693005709,100
GID7730042,Flat5IR,76,112,6.906402376,97
GID7730168,Flat5IR,77,114,6.548647254,98
GID7730170,Flat5IR,76,114,6.742556812,88
GID7730183,Flat5IR,77,114,6.718518437,102
GID7730192,Flat5IR,81,121,6.905440841,101
GID7730209,Flat5IR,72,109,6.720056893,96
GID7730220,Flat5IR,77,113,6.270186718,99
GID7730237,Flat5IR,81,117,5.783266396,95
GID7730240,Flat5IR,75,114,6.996726295,101
GID7730251,Flat5IR,77,114,6.007174844,96
GID7730259,Flat5IR,77,113,6.12326417,96
GID7730279,Flat5IR,74,109,6.540890872,90
GID7730295,Flat5IR,82,121,6.503728501,96
GID7730296,Flat5IR,81,116,6.515907945,99
GID7730299,Flat5IR,75,110,6.740458418,97
GID7730302,Flat5IR,75,109,6.608215305,103
GID7730303,Flat5IR,75,108,7.348533152,99
GID7730318,Flat5IR,80,116,6.414754463,96
GID7730320,Flat5IR,80,117,6.846163166,100
GID7730324,Flat5IR,76,115,6.647061319,101
GID7730373,Flat5IR,78,113,6.677894541,98
GID7730499,Flat5IR,77,110,6.84186831,96
GID7460296,FlatDrip,75,111,2.642262821,79
GID7460318,FlatDrip,80,114,2.345596155,79
GID7460639,FlatDrip,74,112,2.235596155,92
GID7460796,FlatDrip,75,112,2.718929488,79
GID7460821,FlatDrip,72,112,2.762262821,95
GID7460824,FlatDrip,75,114,2.808929488,87
GID7460951,FlatDrip,74,113,2.962262821,88
GID7461071,FlatDrip,76,115,2.208929488,88
GID7461098,FlatDrip,76,113,2.795596155,91
GID7461103,FlatDrip,72,111,2.498929488,92
GID7461113,FlatDrip,73,110,2.498929488,87
GID7461202,FlatDrip,72,113,3.232262821,91
GID7461204,FlatDrip,74,115,2.562262821,85
GID7461383,FlatDrip,75,114,2.598929488,83
GID7461385,FlatDrip,72,110,2.724829795,90
GID7461428,FlatDrip,72,111,2.754829795,91
GID7461477,FlatDrip,72,108,2.754829795,94
GID7461607,FlatDrip,77,112,2.524829795,80
GID7461686,FlatDrip,75,112,2.744829795,85
GID7461788,FlatDrip,74,107,2.848163128,88
GID7461790,FlatDrip,71,107,2.588163128,88
GID7461841,FlatDrip,67,106,3.091496462,93
GID7461850,FlatDrip,73,108,3.181496462,100
GID7461855,FlatDrip,67,107,3.224829795,102
GID7461901,FlatDrip,77,115,2.511496462,93
GID7461908,FlatDrip,73,113,2.791496462,95
GID7461942,FlatDrip,72,110,2.964829795,93
GID7462007,FlatDrip,73,111,2.898163128,90
GID7462030,FlatDrip,78,113,2.431496462,87
GID7462066,FlatDrip,68,106,2.644829795,92
GID7462096,FlatDrip,77,112,2.448163128,93
GID7462103,FlatDrip,72,108,2.364829795,91
GID7462104,FlatDrip,69,107,2.558163128,92
GID7462108,FlatDrip,72,107,2.831496462,94
GID7462109,FlatDrip,69,106,2.941496462,92
GID7462116,FlatDrip,74,115,2.798163128,87
GID7462121,FlatDrip,71,106,2.752277956,98
GID7462124,FlatDrip,72,109,2.948944623,91
GID7462209,FlatDrip,77,113,2.78561129,91
GID7462211,FlatDrip,78,113,2.628944623,88
GID7462232,FlatDrip,70,108,3.00561129,91
GID7462243,FlatDrip,78,113,2.222262821,81
GID7462246,FlatDrip,77,111,2.475596155,82
GID7462271,FlatDrip,74,111,2.718929488,89
GID7462298,FlatDrip,81,117,2.23561129,82
GID7462301,FlatDrip,74,110,2.692277956,88
GID7462304,FlatDrip,76,114,2.992277956,79
GID7462344,FlatDrip,72,107,2.682277956,95
GID7462382,FlatDrip,76,111,2.638944623,90
GID7462383,FlatDrip,77,112,2.78561129,88
GID7462388,FlatDrip,76,112,2.488944623,89
GID7462403,FlatDrip,79,115,2.362262821,78
GID7462406,FlatDrip,78,115,2.495596155,82
GID7462461,FlatDrip,77,113,2.202262821,79
GID7462462,FlatDrip,76,110,2.368929488,85
GID7462653,FlatDrip,80,114,2.135596155,72
GID7462655,FlatDrip,77,112,2.715596155,81
GID7462656,FlatDrip,75,110,3.198929488,85
GID7462660,FlatDrip,79,114,2.442262821,81
GID7462714,FlatDrip,70,107,2.721308961,78
GID7462717,FlatDrip,76,114,1.977975628,65
GID7462755,FlatDrip,73,108,2.184642294,65
GID7624667,FlatDrip,73,112,2.937868185,96
GID7624680,FlatDrip,76,113,2.517868185,91
GID7624681,FlatDrip,69,108,3.154534852,97
GID7624686,FlatDrip,72,110,2.721201518,95
GID7624687,FlatDrip,74,112,2.627868185,91
GID7624688,FlatDrip,74,112,2.677868185,93
GID7624690,FlatDrip,78,113,2.427868185,89
GID7624695,FlatDrip,77,111,2.591201518,90
GID7624696,FlatDrip,74,112,2.447868185,90
GID7624701,FlatDrip,80,118,2.351201518,86
GID7624708,FlatDrip,75,112,2.511201518,87
GID7624709,FlatDrip,78,119,2.404534852,86
GID7624712,FlatDrip,75,117,2.667868185,90
GID7624727,FlatDrip,72,110,2.661201518,91
GID7624728,FlatDrip,72,109,2.631201518,91
GID7624733,FlatDrip,77,114,2.774534852,92
GID7624738,FlatDrip,84,119,1.844534852,81
GID7624745,FlatDrip,83,121,2.141201518,83
GID7624749,FlatDrip,76,114,2.631201518,90
GID7624753,FlatDrip,73,112,2.877868185,92
GID7624770,FlatDrip,61,104,2.794534852,95
GID7624785,FlatDrip,77,115,2.480717705,85
GID7624831,FlatDrip,74,115,2.700717705,97
GID7624838,FlatDrip,76,116,2.530717705,90
GID7624855,FlatDrip,79,119,2.347384372,90
GID7624880,FlatDrip,78,115,2.700717705,83
GID7624883,FlatDrip,80,118,2.524051039,89
GID7624890,FlatDrip,74,114,2.210717705,87
GID7624891,FlatDrip,80,118,2.580717705,87
GID7624895,FlatDrip,76,119,2.620717705,85
GID7624898,FlatDrip,61,105,3.060717705,95
GID7624964,FlatDrip,79,114,2.894051039,91
GID7624976,FlatDrip,63,107,3.290717705,101
GID7624986,FlatDrip,74,108,2.774051039,96
GID7625005,FlatDrip,76,114,2.537384372,92
GID7625010,FlatDrip,84,121,1.877384372,85
GID7625030,FlatDrip,80,115,2.434051039,82
GID7625034,FlatDrip,77,114,2.660717705,86
GID7625036,FlatDrip,67,107,3.107384372,90
GID7625048,FlatDrip,69,110,2.527384372,89
GID7625055,FlatDrip,74,110,3.090717705,89
GID7625104,FlatDrip,73,111,3.190717705,87
GID7625106,FlatDrip,72,107,3.137384372,88
GID7625107,FlatDrip,74,111,2.724051039,82
GID7625112,FlatDrip,76,112,3.147384372,85
GID7625120,FlatDrip,74,112,2.844051039,82
GID7625125,FlatDrip,72,112,2.815228073,88
GID7625126,FlatDrip,72,111,2.818561406,94
GID7625129,FlatDrip,76,113,2.865228073,89
GID7625141,FlatDrip,77,115,2.378561406,83
GID7625143,FlatDrip,77,115,2.535228073,82
GID7625147,FlatDrip,79,115,2.76189474,89
GID7625149,FlatDrip,72,112,2.548561406,90
GID7625157,FlatDrip,72,110,2.70189474,86
GID7625159,FlatDrip,75,113,3.20189474,93
GID7625161,FlatDrip,77,116,2.708561406,89
GID7625162,FlatDrip,80,115,2.835228073,80
GID7625163,FlatDrip,71,108,3.195228073,93
GID7625179,FlatDrip,70,106,2.70189474,97
GID7625211,FlatDrip,72,112,2.955228073,90
GID7625240,FlatDrip,74,112,2.875228073,86
GID7625257,FlatDrip,67,108,2.90189474,82
GID7625264,FlatDrip,67,109,3.50189474,92
GID7625266,FlatDrip,78,115,2.54189474,82
GID7625273,FlatDrip,73,110,3.225228073,93
GID7625274,FlatDrip,74,110,2.88189474,90
GID7625276,FlatDrip,73,111,3.078561406,87
GID7625281,FlatDrip,72,112,3.18189474,90
GID7625285,FlatDrip,74,115,2.864348036,94
GID7625306,FlatDrip,72,111,2.624348036,93
GID7625351,FlatDrip,74,114,2.831014702,93
GID7625358,FlatDrip,73,112,2.967681369,87
GID7625361,FlatDrip,74,112,2.967681369,85
GID7625362,FlatDrip,75,114,2.987681369,83
GID7625368,FlatDrip,79,119,2.444348036,87
GID7625406,FlatDrip,73,112,2.894348036,82
GID7625432,FlatDrip,76,115,2.831014702,90
GID7625495,FlatDrip,65,108,3.421014702,91
GID7625589,FlatDrip,72,110,2.274348036,89
GID7625592,FlatDrip,73,110,2.871014702,91
GID7625597,FlatDrip,76,113,2.874348036,88
GID7625603,FlatDrip,83,119,2.124348036,83
GID7625619,FlatDrip,74,113,2.644348036,79
GID7625639,FlatDrip,75,112,2.881014702,85
GID7625650,FlatDrip,71,108,3.164348036,86
GID7625651,FlatDrip,72,108,2.997681369,92
GID7625653,FlatDrip,72,109,2.947681369,90
GID7625654,FlatDrip,73,110,2.911993967,90
GID7625655,FlatDrip,74,109,2.6353273,72
GID7625718,FlatDrip,84,119,2.021993967,72
GID7625742,FlatDrip,79,113,2.308660634,78
GID7625744,FlatDrip,65,103,2.908660634,91
GID7625746,FlatDrip,79,112,2.401993967,85
GID7625747,FlatDrip,82,115,2.0553273,75
GID7625757,FlatDrip,80,115,2.0753273,70
GID7625764,FlatDrip,78,114,2.538660634,74
GID7625767,FlatDrip,79,112,2.431993967,78
GID7625768,FlatDrip,78,113,2.488660634,83
GID7625772,FlatDrip,81,116,2.1353273,75
GID7625790,FlatDrip,82,118,1.888660634,83
GID7625795,FlatDrip,67,111,3.068660634,93
GID7625802,FlatDrip,76,113,2.776599454,88
GID7625804,FlatDrip,77,112,2.419932788,87
GID7625806,FlatDrip,78,112,1.983266121,87
GID7625807,FlatDrip,79,115,2.406599454,89
GID7625813,FlatDrip,80,116,2.386599454,82
GID7625818,FlatDrip,78,115,2.613266121,86
GID7625822,FlatDrip,68,102,2.403266121,93
GID7625823,FlatDrip,74,107,2.979932788,90
GID7625826,FlatDrip,76,111,2.249932788,91
GID7625828,FlatDrip,77,115,1.653266121,86
GID7625833,FlatDrip,71,106,2.656599454,92
GID7625834,FlatDrip,80,117,2.319932788,78
GID7625835,FlatDrip,72,108,2.659932788,85
GID7625836,FlatDrip,74,111,2.616599454,92
GID7625899,FlatDrip,73,112,3.169932788,98
GID7625952,FlatDrip,79,116,2.683266121,86
GID7625954,FlatDrip,82,119,2.149932788,80
GID7625959,FlatDrip,80,110,2.723266121,86
GID7625967,FlatDrip,76,114,2.783266121,89
GID7625970,FlatDrip,77,116,2.756599454,83
GID7625973,FlatDrip,72,111,3.146599454,93
GID7625979,FlatDrip,72,112,2.979932788,94
GID7625980,FlatDrip,77,115,2.586599454,87
GID7625985,FlatDrip,76,115,2.589932788,88
GID7625987,FlatDrip,75,114,2.913266121,94
GID7626003,FlatDrip,72,110,2.748460125,96
GID7626008,FlatDrip,76,113,2.368460125,84
GID7626017,FlatDrip,71,108,3.078460125,92
GID7626019,FlatDrip,74,112,2.491793459,91
GID7626021,FlatDrip,72,110,2.921793459,94
GID7626023,FlatDrip,74,112,2.285126792,92
GID7626027,FlatDrip,77,114,2.508460125,89
GID7626030,FlatDrip,73,109,3.111793459,91
GID7626034,FlatDrip,72,110,3.231793459,88
GID7626056,FlatDrip,80,117,2.695126792,90
GID7626067,FlatDrip,78,115,2.648460125,89
GID7626068,FlatDrip,76,111,2.558460125,89
GID7626072,FlatDrip,68,108,3.008460125,90
GID7626073,FlatDrip,73,111,3.038460125,91
GID7626075,FlatDrip,72,112,3.021793459,92
GID7626082,FlatDrip,77,116,2.821793459,90
GID7626083,FlatDrip,74,114,2.965126792,86
GID7626084,FlatDrip,74,111,2.761793459,88
GID7626085,FlatDrip,71,113,3.025126792,91
GID7626087,FlatDrip,70,110,2.955126792,91
GID7626088,FlatDrip,75,115,2.328460125,88
GID7626089,FlatDrip,80,118,2.608460125,87
GID7626090,FlatDrip,72,110,3.025126792,89
GID7626091,FlatDrip,71,111,3.078460125,92
GID7626092,FlatDrip,80,119,2.295126792,85
GID7626094,FlatDrip,70,111,3.051793459,90
GID7626096,FlatDrip,71,110,2.584442471,87
GID7626098,FlatDrip,73,111,2.844442471,90
GID7626100,FlatDrip,75,111,2.504442471,84
GID7626101,FlatDrip,72,111,2.827775804,85
GID7626106,FlatDrip,73,110,2.721109137,80
GID7626107,FlatDrip,74,115,2.554442471,81
GID7626114,FlatDrip,70,110,2.901109137,89
GID7626117,FlatDrip,73,111,2.731109137,86
GID7626121,FlatDrip,73,110,2.791109137,87
GID7626167,FlatDrip,69,110,2.991109137,90
GID7626175,FlatDrip,71,109,2.477775804,91
GID7626177,FlatDrip,61,102,2.694442471,90
GID7626180,FlatDrip,78,115,2.944442471,76
GID7626183,FlatDrip,70,108,2.747775804,82
GID7626186,FlatDrip,78,115,3.051109137,82
GID7626200,FlatDrip,86,119,2.874442471,73
GID7626202,FlatDrip,84,118,2.947775804,70
GID7626204,FlatDrip,82,116,3.154442471,76
GID7626207,FlatDrip,67,104,2.421109137,91
GID7626220,FlatDrip,78,114,2.937775804,77
GID7626235,FlatDrip,72,112,3.007775804,78
GID7626255,FlatDrip,80,116,2.561109137,79
GID7626298,FlatDrip,75,111,2.841109137,90
GID7626301,FlatDrip,73,110,2.765153247,90
GID7626302,FlatDrip,72,109,2.751109137,96
GID7626303,FlatDrip,72,109,3.154442471,82
GID7626304,FlatDrip,74,110,2.727675208,79
GID7626305,FlatDrip,74,112,2.597675208,86
GID7626306,FlatDrip,77,117,2.434341874,76
GID7626307,FlatDrip,78,116,2.521008541,82
GID7626308,FlatDrip,73,111,2.721008541,85
GID7626310,FlatDrip,68,108,2.604341874,89
GID7626319,FlatDrip,71,110,3.117675208,74
GID7626326,FlatDrip,73,112,2.731008541,87
GID7626327,FlatDrip,72,111,2.844341874,88
GID7626329,FlatDrip,71,110,2.597675208,92
GID7626330,FlatDrip,69,108,2.947675208,92
GID7626332,FlatDrip,71,108,3.011008541,87
GID7626333,FlatDrip,73,110,2.754341874,75
GID7626335,FlatDrip,72,109,2.731008541,85
GID7626336,FlatDrip,71,107,2.667675208,88
GID7626339,FlatDrip,72,109,3.024341874,89
GID7626341,FlatDrip,73,110,2.877675208,85
GID7626344,FlatDrip,71,109,3.014341874,90
GID7626345,FlatDrip,70,108,2.961008541,89
GID7626346,FlatDrip,74,112,2.764341874,82
GID7626349,FlatDrip,72,110,3.071008541,91
GID7626354,FlatDrip,74,114,2.871008541,86
GID7626356,FlatDrip,75,115,2.831008541,90
GID7626357,FlatDrip,74,112,2.867675208,92
GID7626359,FlatDrip,72,110,2.837675208,85
GID7626360,FlatDrip,75,113,2.700522674,82
GID7626361,FlatDrip,72,111,2.687189341,85
GID7626362,FlatDrip,75,115,2.720522674,81
GID7626365,FlatDrip,75,112,2.897189341,81
GID7626366,FlatDrip,76,114,2.553856007,78
GID7626370,FlatDrip,75,115,2.613856007,93
GID7626371,FlatDrip,77,115,2.390522674,86
GID7626376,FlatDrip,74,112,2.810522674,83
GID7626377,FlatDrip,71,109,2.757189341,88
GID7626378,FlatDrip,71,109,2.713856007,86
GID7626380,FlatDrip,75,114,2.627189341,73
GID7626381,FlatDrip,68,107,2.767189341,82
GID7626382,FlatDrip,72,107,2.567189341,84
GID7626383,FlatDrip,71,109,2.990522674,82
GID7626385,FlatDrip,80,115,2.293856007,79
GID7626388,FlatDrip,72,108,2.557189341,86
GID7626389,FlatDrip,71,107,2.823856007,91
GID7626390,FlatDrip,72,107,2.950522674,85
GID7626391,FlatDrip,72,109,2.780522674,89
GID7626392,FlatDrip,73,108,2.837189341,80
GID7626396,FlatDrip,73,108,2.627189341,83
GID7626397,FlatDrip,73,109,3.027189341,87
GID7626398,FlatDrip,72,109,2.553856007,86
GID7626401,FlatDrip,75,110,2.710522674,86
GID7626402,FlatDrip,70,106,2.997189341,88
GID7626403,FlatDrip,74,109,2.767189341,92
GID7626405,FlatDrip,71,106,2.837189341,91
GID7626408,FlatDrip,71,108,2.820814879,82
GID7626409,FlatDrip,72,108,2.690814879,84
GID7626414,FlatDrip,67,106,3.004148212,78
GID7626416,FlatDrip,70,106,2.747481545,76
GID7626417,FlatDrip,67,107,2.950814879,82
GID7626419,FlatDrip,72,107,2.424148212,76
GID7626421,FlatDrip,65,104,2.797481545,70
GID7626423,FlatDrip,71,106,2.847481545,69
GID7626425,FlatDrip,65,103,2.990814879,64
GID7626433,FlatDrip,71,106,2.484148212,73
